season,round,driver,constructor,status,dnf
2013,13,Hamilton,Mercedes,finished,0
2013,13,Massa,Ferrari,finished,0
2013,13,Button,McLaren,finished,0
2013,13,Pérez,McLaren,finished,0
2013,13,Hülkenberg,Sauber,finished,0
2013,13,Sutil,Force India,finished,0
2013,13,Maldonado,Williams,finished,0
2013,13,Gutiérrez,Sauber,finished,0
2013,13,Bottas,Williams,finished,0
2013,13,Vergne,Toro Rosso,finished,0
2013,13,Webber,Red Bull,water pressure,0
2013,13,van der Garde,Caterham,+1 lap,0
2013,13,Chilton,Marussia,+1 lap,0
2013,13,Bianchi,Marussia,+1 lap,0
2013,13,Pic,Caterham,+1 lap,0
2013,13,di Resta,Force India,accident,1
2013,13,Grosjean,Lotus F1,pneumatics,0
2013,13,Ricciardo,Toro Rosso,accident,1
2013,14,Vettel,Red Bull,finished,0
2013,14,Räikkönen,Lotus F1,finished,0
2013,14,Grosjean,Lotus F1,finished,0
2013,14,Hülkenberg,Sauber,finished,0
2013,14,Hamilton,Mercedes,finished,0
2013,14,Alonso,Ferrari,finished,0
2013,14,Rosberg,Mercedes,finished,0
2013,14,Button,McLaren,finished,0
2013,14,Massa,Ferrari,finished,0
2013,14,Pérez,McLaren,finished,0
2013,14,Gutiérrez,Sauber,finished,0
2013,14,Bottas,Williams,finished,0
2013,14,Maldonado,Williams,finished,0
2013,14,Pic,Caterham,finished,0
2013,14,van der Garde,Caterham,finished,0
2013,14,Bianchi,Marussia,finished,0
2013,14,Chilton,Marussia,finished,0
2013,14,Vergne,Toro Rosso,+2 laps,0
2013,14,Ricciardo,Toro Rosso,+3 laps,0
2013,14,Sutil,Force India,collision,0
2013,14,Webber,Red Bull,collision,0
2013,14,di Resta,Force India,spun off,0
2013,9,Vettel,Red Bull,finished,0
2013,9,Räikkönen,Lotus F1,finished,0
2013,9,Grosjean,Lotus F1,finished,0
2013,9,Alonso,Ferrari,finished,0
2013,9,Hamilton,Mercedes,finished,0
2013,9,Button,McLaren,finished,0
2013,9,Webber,Red Bull,finished,0
2013,9,Pérez,McLaren,finished,0
2013,9,Rosberg,Mercedes,finished,0
2013,9,Hülkenberg,Sauber,finished,0
2013,9,di Resta,Force India,finished,0
2013,9,Ricciardo,Toro Rosso,finished,0
2013,9,Sutil,Force India,finished,0
2013,9,Gutiérrez,Sauber,finished,0
2013,9,Maldonado,Williams,finished,0
2013,9,Bottas,Williams,+1 lap,0
2013,9,Pic,Caterham,+1 lap,0
2013,9,van der Garde,Caterham,+1 lap,0
2013,9,Chilton,Marussia,+1 lap,0
2013,9,Vergne,Toro Rosso,hydraulics,1
2013,9,Bianchi,Marussia,engine,1
2013,9,Massa,Ferrari,spun off,0
2013,11,Vettel,Red Bull,finished,0
2013,11,Alonso,Ferrari,finished,0
2013,11,Hamilton,Mercedes,finished,0
2013,11,Rosberg,Mercedes,finished,0
2013,11,Webber,Red Bull,finished,0
2013,11,Button,McLaren,finished,0
2013,11,Massa,Ferrari,finished,0
2013,11,Grosjean,Lotus F1,finished,0
2013,11,Sutil,Force India,finished,0
2013,11,Ricciardo,Toro Rosso,finished,0
2013,11,Pérez,McLaren,finished,0
2013,11,Vergne,Toro Rosso,finished,0
2013,11,Hülkenberg,Sauber,finished,0
2013,11,Gutiérrez,Sauber,finished,0
2013,11,Bottas,Williams,finished,0
2013,11,van der Garde,Caterham,+1 lap,0
2013,11,Maldonado,Williams,+1 lap,0
2013,11,Bianchi,Marussia,+1 lap,0
2013,11,Chilton,Marussia,+2 laps,0
2013,11,di Resta,Force India,collision,0
2013,11,Räikkönen,Lotus F1,brakes,1
2013,11,Pic,Caterham,oil leak,0
2013,17,Vettel,Red Bull,finished,0
2013,17,Webber,Red Bull,finished,0
2013,17,Rosberg,Mercedes,finished,0
2013,17,Grosjean,Lotus F1,finished,0
2013,17,Alonso,Ferrari,finished,0
2013,17,di Resta,Force India,finished,0
2013,17,Hamilton,Mercedes,finished,0
2013,17,Massa,Ferrari,finished,0
2013,17,Pérez,McLaren,finished,0
2013,17,Sutil,Force India,finished,0
2013,17,Maldonado,Williams,finished,0
2013,17,Button,McLaren,finished,0
2013,17,Gutiérrez,Sauber,finished,0
2013,17,Hülkenberg,Sauber,+1 lap,0
2013,17,Bottas,Williams,+1 lap,0
2013,17,Ricciardo,Toro Rosso,+1 lap,0
2013,17,Vergne,Toro Rosso,+1 lap,0
2013,17,van der Garde,Caterham,+1 lap,0
2013,17,Pic,Caterham,+1 lap,0
2013,17,Bianchi,Marussia,+2 laps,0
2013,17,Chilton,Marussia,+2 laps,0
2013,17,Räikkönen,Lotus F1,accident,1
2013,18,Vettel,Red Bull,finished,0
2013,18,Grosjean,Lotus F1,finished,0
2013,18,Webber,Red Bull,finished,0
2013,18,Hamilton,Mercedes,finished,0
2013,18,Alonso,Ferrari,finished,0
2013,18,Hülkenberg,Sauber,finished,0
2013,18,Pérez,McLaren,finished,0
2013,18,Bottas,Williams,finished,0
2013,18,Rosberg,Mercedes,finished,0
2013,18,Button,McLaren,finished,0
2013,18,Ricciardo,Toro Rosso,finished,0
2013,18,Vergne,Toro Rosso,finished,0
2013,18,Massa,Ferrari,finished,0
2013,18,Gutiérrez,Sauber,finished,0
2013,18,Kovalainen,Lotus F1,finished,0
2013,18,di Resta,Force India,finished,0
2013,18,Maldonado,Williams,+1 lap,0
2013,18,Bianchi,Marussia,+1 lap,0
2013,18,van der Garde,Caterham,+1 lap,0
2013,18,Pic,Caterham,+1 lap,0
2013,18,Chilton,Marussia,+2 laps,0
2013,18,Sutil,Force India,accident,1
2013,15,Vettel,Red Bull,finished,0
2013,15,Webber,Red Bull,finished,0
2013,15,Grosjean,Lotus F1,finished,0
2013,15,Alonso,Ferrari,finished,0
2013,15,Räikkönen,Lotus F1,finished,0
2013,15,Hülkenberg,Sauber,finished,0
2013,15,Gutiérrez,Sauber,finished,0
2013,15,Rosberg,Mercedes,finished,0
2013,15,Button,McLaren,finished,0
2013,15,Massa,Ferrari,finished,0
2013,15,di Resta,Force India,finished,0
2013,15,Vergne,Toro Rosso,+1 lap,0
2013,15,Ricciardo,Toro Rosso,+1 lap,0
2013,15,Sutil,Force India,+1 lap,0
2013,15,Pérez,McLaren,+1 lap,0
2013,15,Maldonado,Williams,+1 lap,0
2013,15,Bottas,Williams,+1 lap,0
2013,15,Pic,Caterham,+1 lap,0
2013,15,Chilton,Marussia,+1 lap,0
2013,15,Hamilton,Mercedes,puncture,0
2013,15,van der Garde,Caterham,accident,1
2013,15,Bianchi,Marussia,accident,1
2014,1,Rosberg,Mercedes,finished,0
2014,1,Magnussen,McLaren,finished,0
2014,1,Button,McLaren,finished,0
2014,1,Alonso,Ferrari,finished,0
2014,1,Bottas,Williams,finished,0
2014,1,Hülkenberg,Force India,finished,0
2014,1,Räikkönen,Ferrari,finished,0
2014,1,Vergne,Toro Rosso,finished,0
2014,1,Kvyat,Toro Rosso,finished,0
2014,1,Pérez,Force India,finished,0
2014,1,Sutil,Sauber,+1 lap,0
2014,1,Gutiérrez,Sauber,+1 lap,0
2014,1,Chilton,Marussia,+2 laps,0
2014,1,Bianchi,Marussia,+8 laps,0
2014,1,Grosjean,Lotus F1,ers,0
2014,1,Maldonado,Lotus F1,ers,0
2014,1,Ericsson,Caterham,oil pressure,0
2014,1,Vettel,Red Bull,engine,1
2014,1,Hamilton,Mercedes,engine,1
2014,1,Massa,Williams,collision,0
2014,1,Kobayashi,Caterham,collision,0
2014,1,Ricciardo,Red Bull,disqualified,0
2014,2,Hamilton,Mercedes,finished,0
2014,2,Rosberg,Mercedes,finished,0
2014,2,Vettel,Red Bull,finished,0
2014,2,Alonso,Ferrari,finished,0
2014,2,Hülkenberg,Force India,finished,0
2014,2,Button,McLaren,finished,0
2014,2,Massa,Williams,finished,0
2014,2,Bottas,Williams,finished,0
2014,2,Magnussen,McLaren,+1 lap,0
2014,2,Kvyat,Toro Rosso,+1 lap,0
2014,2,Grosjean,Lotus F1,+1 lap,0
2014,2,Räikkönen,Ferrari,+1 lap,0
2014,2,Kobayashi,Caterham,+1 lap,0
2014,2,Ericsson,Caterham,+2 laps,0
2014,2,Chilton,Marussia,+2 laps,0
2014,2,Ricciardo,Red Bull,technical,0
2014,2,Gutiérrez,Sauber,gearbox,0
2014,2,Sutil,Sauber,electrical,0
2014,2,Vergne,Toro Rosso,power unit,0
2014,2,Bianchi,Marussia,brakes,1
2014,2,Maldonado,Lotus F1,engine,1
2014,2,Pérez,Force India,withdrew,0
2014,3,Hamilton,Mercedes,finished,0
2014,3,Rosberg,Mercedes,finished,0
2014,3,Pérez,Force India,finished,0
2014,3,Ricciardo,Red Bull,finished,0
2014,3,Hülkenberg,Force India,finished,0
2014,3,Vettel,Red Bull,finished,0
2014,3,Massa,Williams,finished,0
2014,3,Bottas,Williams,finished,0
2014,3,Alonso,Ferrari,finished,0
2014,3,Räikkönen,Ferrari,finished,0
2014,3,Kvyat,Toro Rosso,finished,0
2014,3,Grosjean,Lotus F1,finished,0
2014,3,Chilton,Marussia,finished,0
2014,3,Maldonado,Lotus F1,finished,0
2014,3,Kobayashi,Caterham,finished,0
2014,3,Bianchi,Marussia,+1 lap,0
2014,3,Button,McLaren,clutch,0
2014,3,Magnussen,McLaren,clutch,0
2014,3,Gutiérrez,Sauber,collision,0
2014,3,Ericsson,Caterham,retired,1
2014,3,Vergne,Toro Rosso,retired,1
2014,3,Sutil,Sauber,collision,0
2013,16,Vettel,Red Bull,finished,0
2013,16,Rosberg,Mercedes,finished,0
2013,16,Grosjean,Lotus F1,finished,0
2013,16,Massa,Ferrari,finished,0
2013,16,Pérez,McLaren,finished,0
2013,16,Hamilton,Mercedes,finished,0
2013,16,Räikkönen,Lotus F1,finished,0
2013,16,di Resta,Force India,finished,0
2013,16,Sutil,Force India,finished,0
2013,16,Ricciardo,Toro Rosso,finished,0
2013,16,Alonso,Ferrari,finished,0
2013,16,Maldonado,Williams,finished,0
2013,16,Vergne,Toro Rosso,+1 lap,0
2013,16,Button,McLaren,+1 lap,0
2013,16,Gutiérrez,Sauber,+1 lap,0
2013,16,Bottas,Williams,+1 lap,0
2013,16,Chilton,Marussia,+2 laps,0
2013,16,Bianchi,Marussia,+2 laps,0
2013,16,Hülkenberg,Sauber,mechanical,0
2013,16,Webber,Red Bull,alternator,0
2013,16,Pic,Caterham,hydraulics,1
2013,16,van der Garde,Caterham,collision,0
2013,19,Vettel,Red Bull,finished,0
2013,19,Webber,Red Bull,finished,0
2013,19,Alonso,Ferrari,finished,0
2013,19,Button,McLaren,finished,0
2013,19,Rosberg,Mercedes,finished,0
2013,19,Pérez,McLaren,finished,0
2013,19,Massa,Ferrari,finished,0
2013,19,Hülkenberg,Sauber,finished,0
2013,19,Hamilton,Mercedes,finished,0
2013,19,Ricciardo,Toro Rosso,+1 lap,0
2013,19,di Resta,Force India,+1 lap,0
2013,19,Gutiérrez,Sauber,+1 lap,0
2013,19,Sutil,Force India,+1 lap,0
2013,19,Kovalainen,Lotus F1,+1 lap,0
2013,19,Vergne,Toro Rosso,+1 lap,0
2013,19,Maldonado,Williams,+1 lap,0
2013,19,Bianchi,Marussia,+2 laps,0
2013,19,van der Garde,Caterham,+2 laps,0
2013,19,Chilton,Marussia,+2 laps,0
2013,19,Pic,Caterham,mechanical,0
2013,19,Bottas,Williams,accident,1
2013,19,Grosjean,Lotus F1,engine,1
2014,4,Hamilton,Mercedes,finished,0
2014,4,Rosberg,Mercedes,finished,0
2014,4,Alonso,Ferrari,finished,0
2014,4,Ricciardo,Red Bull,finished,0
2014,4,Vettel,Red Bull,finished,0
2014,4,Hülkenberg,Force India,finished,0
2014,4,Bottas,Williams,finished,0
2014,4,Räikkönen,Ferrari,finished,0
2014,4,Pérez,Force India,finished,0
2014,4,Kvyat,Toro Rosso,+1 lap,0
2014,4,Button,McLaren,+1 lap,0
2014,4,Vergne,Toro Rosso,+1 lap,0
2014,4,Magnussen,McLaren,+1 lap,0
2014,4,Maldonado,Lotus F1,+1 lap,0
2014,4,Massa,Williams,+1 lap,0
2014,4,Gutiérrez,Sauber,+1 lap,0
2014,4,Bianchi,Marussia,+1 lap,0
2014,4,Kobayashi,Caterham,+1 lap,0
2014,4,Chilton,Marussia,+2 laps,0
2014,4,Ericsson,Caterham,+2 laps,0
2014,4,Grosjean,Lotus F1,gearbox,0
2014,4,Sutil,Sauber,engine,1
2014,7,Ricciardo,Red Bull,finished,0
2014,7,Rosberg,Mercedes,finished,0
2014,7,Vettel,Red Bull,finished,0
2014,7,Button,McLaren,finished,0
2014,7,Hülkenberg,Force India,finished,0
2014,7,Alonso,Ferrari,finished,0
2014,7,Bottas,Williams,finished,0
2014,7,Vergne,Toro Rosso,finished,0
2014,7,Magnussen,McLaren,finished,0
2014,7,Räikkönen,Ferrari,finished,0
2014,7,Pérez,Force India,collision,0
2014,7,Massa,Williams,collision,0
2014,7,Sutil,Sauber,+1 lap,0
2014,7,Gutiérrez,Sauber,ers,0
2014,7,Grosjean,Lotus F1,rear wing,0
2014,7,Kvyat,Toro Rosso,drivetrain,0
2014,7,Hamilton,Mercedes,brakes,1
2014,7,Kobayashi,Caterham,suspension,0
2014,7,Maldonado,Lotus F1,power unit,0
2014,7,Ericsson,Caterham,turbo,0
2014,7,Chilton,Marussia,collision,0
2014,7,Bianchi,Marussia,collision,0
2014,8,Rosberg,Mercedes,finished,0
2014,8,Hamilton,Mercedes,finished,0
2014,8,Bottas,Williams,finished,0
2014,8,Massa,Williams,finished,0
2014,8,Alonso,Ferrari,finished,0
2014,8,Pérez,Force India,finished,0
2014,8,Magnussen,McLaren,finished,0
2014,8,Ricciardo,Red Bull,finished,0
2014,8,Hülkenberg,Force India,finished,0
2014,8,Räikkönen,Ferrari,finished,0
2014,8,Button,McLaren,finished,0
2014,8,Maldonado,Lotus F1,+1 lap,0
2014,8,Sutil,Sauber,+1 lap,0
2014,8,Grosjean,Lotus F1,+1 lap,0
2014,8,Bianchi,Marussia,+2 laps,0
2014,8,Kobayashi,Caterham,+2 laps,0
2014,8,Chilton,Marussia,+2 laps,0
2014,8,Ericsson,Caterham,+2 laps,0
2014,8,Gutiérrez,Sauber,+2 laps,0
2014,8,Vergne,Toro Rosso,brakes,1
2014,8,Vettel,Red Bull,electrical,0
2014,8,Kvyat,Toro Rosso,suspension,0
2014,9,Hamilton,Mercedes,finished,0
2014,9,Bottas,Williams,finished,0
2014,9,Ricciardo,Red Bull,finished,0
2014,9,Button,McLaren,finished,0
2014,9,Vettel,Red Bull,finished,0
2014,9,Alonso,Ferrari,finished,0
2014,9,Magnussen,McLaren,finished,0
2014,9,Hülkenberg,Force India,finished,0
2014,9,Kvyat,Toro Rosso,finished,0
2014,9,Vergne,Toro Rosso,+1 lap,0
2014,9,Pérez,Force India,+1 lap,0
2014,9,Grosjean,Lotus F1,+1 lap,0
2014,9,Sutil,Sauber,+1 lap,0
2014,9,Bianchi,Marussia,+1 lap,0
2014,9,Kobayashi,Caterham,+2 laps,0
2014,9,Chilton,Marussia,+2 laps,0
2014,9,Maldonado,Lotus F1,+3 laps,0
2014,9,Rosberg,Mercedes,gearbox,0
2014,9,Ericsson,Caterham,suspension,0
2014,9,Gutiérrez,Sauber,collision,0
2014,9,Massa,Williams,collision,0
2014,9,Räikkönen,Ferrari,collision,0
2014,10,Rosberg,Mercedes,finished,0
2014,10,Bottas,Williams,finished,0
2014,10,Hamilton,Mercedes,finished,0
2014,10,Vettel,Red Bull,finished,0
2014,10,Alonso,Ferrari,finished,0
2014,10,Ricciardo,Red Bull,finished,0
2014,10,Hülkenberg,Force India,finished,0
2014,10,Button,McLaren,finished,0
2014,10,Magnussen,McLaren,+1 lap,0
2014,10,Pérez,Force India,+1 lap,0
2014,10,Räikkönen,Ferrari,+1 lap,0
2014,10,Maldonado,Lotus F1,+1 lap,0
2014,10,Vergne,Toro Rosso,+1 lap,0
2014,10,Gutiérrez,Sauber,+1 lap,0
2014,10,Bianchi,Marussia,+1 lap,0
2014,10,Kobayashi,Caterham,+2 laps,0
2014,10,Chilton,Marussia,+2 laps,0
2014,10,Ericsson,Caterham,+2 laps,0
2014,10,Sutil,Sauber,brakes,1
2014,10,Kvyat,Toro Rosso,oil leak,0
2014,10,Grosjean,Lotus F1,water leak,0
2014,10,Massa,Williams,collision,0
2014,11,Ricciardo,Red Bull,finished,0
2014,11,Alonso,Ferrari,finished,0
2014,11,Hamilton,Mercedes,finished,0
2014,11,Rosberg,Mercedes,finished,0
2014,11,Massa,Williams,finished,0
2014,11,Räikkönen,Ferrari,finished,0
2014,11,Vettel,Red Bull,finished,0
2014,11,Bottas,Williams,finished,0
2014,11,Vergne,Toro Rosso,finished,0
2014,11,Button,McLaren,finished,0
2014,11,Sutil,Sauber,finished,0
2014,11,Magnussen,McLaren,finished,0
2014,11,Maldonado,Lotus F1,finished,0
2014,11,Kvyat,Toro Rosso,+1 lap,0
2014,11,Bianchi,Marussia,+1 lap,0
2014,11,Chilton,Marussia,+1 lap,0
2014,11,Gutiérrez,Sauber,retired,1
2014,11,Kobayashi,Caterham,retired,1
2014,11,Pérez,Force India,accident,1
2014,11,Hülkenberg,Force India,accident,1
2014,11,Grosjean,Lotus F1,accident,1
2014,11,Ericsson,Caterham,accident,1
2014,6,Rosberg,Mercedes,finished,0
2014,6,Hamilton,Mercedes,finished,0
2014,6,Ricciardo,Red Bull,finished,0
2014,6,Alonso,Ferrari,finished,0
2014,6,Hülkenberg,Force India,+1 lap,0
2014,6,Button,McLaren,+1 lap,0
2014,6,Massa,Williams,+1 lap,0
2014,6,Grosjean,Lotus F1,+1 lap,0
2014,6,Bianchi,Marussia,+1 lap,0
2014,6,Magnussen,McLaren,+1 lap,0
2014,6,Ericsson,Caterham,+1 lap,0
2014,6,Räikkönen,Ferrari,+1 lap,0
2014,6,Kobayashi,Caterham,+2 laps,0
2014,6,Chilton,Marussia,+3 laps,0
2014,6,Gutiérrez,Sauber,accident,1
2014,6,Bottas,Williams,engine,1
2014,6,Vergne,Toro Rosso,engine,1
2014,6,Sutil,Sauber,accident,1
2014,6,Kvyat,Toro Rosso,mechanical,0
2014,6,Vettel,Red Bull,turbo,0
2014,6,Pérez,Force India,collision,0
2014,6,Maldonado,Lotus F1,withdrew,0
2015,13,Vettel,Ferrari,finished,0
2015,13,Ricciardo,Red Bull,finished,0
2015,13,Räikkönen,Ferrari,finished,0
2015,13,Rosberg,Mercedes,finished,0
2015,13,Bottas,Williams,finished,0
2015,13,Kvyat,Red Bull,finished,0
2015,13,Pérez,Force India,finished,0
2015,13,Verstappen,Toro Rosso,finished,0
2015,13,Sainz,Toro Rosso,finished,0
2015,13,Nasr,Sauber,finished,0
2015,13,Ericsson,Sauber,finished,0
2015,13,Maldonado,Lotus F1,finished,0
2015,13,Grosjean,Lotus F1,tyre,0
2015,13,Rossi,Manor Marussia,+2 laps,0
2015,13,Stevens,Manor Marussia,+2 laps,0
2015,13,Button,McLaren,gearbox,0
2015,13,Alonso,McLaren,gearbox,0
2015,13,Hamilton,Mercedes,throttle,0
2015,13,Massa,Williams,gearbox,0
2015,13,Hülkenberg,Force India,collision,0
2015,14,Hamilton,Mercedes,finished,0
2015,14,Rosberg,Mercedes,finished,0
2015,14,Vettel,Ferrari,finished,0
2015,14,Räikkönen,Ferrari,finished,0
2015,14,Bottas,Williams,finished,0
2015,14,Hülkenberg,Force India,finished,0
2015,14,Grosjean,Lotus F1,finished,0
2015,14,Maldonado,Lotus F1,finished,0
2015,14,Verstappen,Toro Rosso,finished,0
2015,14,Sainz,Toro Rosso,+1 lap,0
2015,14,Alonso,McLaren,+1 lap,0
2015,14,Pérez,Force India,+1 lap,0
2015,14,Kvyat,Red Bull,+1 lap,0
2015,14,Ericsson,Sauber,+1 lap,0
2015,14,Ricciardo,Red Bull,+1 lap,0
2015,14,Button,McLaren,+1 lap,0
2015,14,Massa,Williams,+2 laps,0
2015,14,Rossi,Manor Marussia,+2 laps,0
2015,14,Stevens,Manor Marussia,+3 laps,0
2015,14,Nasr,Sauber,retired,1
2015,15,Hamilton,Mercedes,finished,0
2015,15,Vettel,Ferrari,finished,0
2015,15,Pérez,Force India,finished,0
2015,15,Massa,Williams,finished,0
2015,15,Kvyat,Red Bull,finished,0
2015,15,Nasr,Sauber,finished,0
2015,15,Maldonado,Lotus F1,finished,0
2015,15,Räikkönen,Ferrari,finished,0
2015,15,Button,McLaren,finished,0
2015,15,Verstappen,Toro Rosso,finished,0
2015,15,Alonso,McLaren,finished,0
2015,15,Bottas,Williams,collision,0
2015,15,Merhi,Manor Marussia,+1 lap,0
2015,15,Stevens,Manor Marussia,+2 laps,0
2015,15,Ricciardo,Red Bull,suspension,0
2015,15,Sainz,Toro Rosso,brakes,1
2015,15,Grosjean,Lotus F1,accident,1
2015,15,Rosberg,Mercedes,throttle,0
2015,15,Hülkenberg,Force India,collision,0
2015,15,Ericsson,Sauber,collision,0
2015,11,Hamilton,Mercedes,finished,0
2015,11,Rosberg,Mercedes,finished,0
2015,11,Grosjean,Lotus F1,finished,0
2015,11,Kvyat,Red Bull,finished,0
2015,11,Pérez,Force India,finished,0
2015,11,Massa,Williams,finished,0
2015,11,Räikkönen,Ferrari,finished,0
2015,11,Verstappen,Toro Rosso,finished,0
2015,11,Bottas,Williams,power unit,0
2015,11,Ericsson,Sauber,finished,0
2015,11,Nasr,Sauber,finished,0
2015,11,Vettel,Ferrari,tyre,0
2015,11,Alonso,McLaren,+1 lap,0
2015,11,Button,McLaren,+1 lap,0
2015,11,Merhi,Manor Marussia,+1 lap,0
2015,11,Stevens,Manor Marussia,+1 lap,0
2015,11,Sainz,Toro Rosso,power unit,0
2015,11,Ricciardo,Red Bull,power unit,0
2015,11,Maldonado,Lotus F1,engine,1
2015,11,Hülkenberg,Force India,power loss,0
2015,17,Rosberg,Mercedes,finished,0
2015,17,Hamilton,Mercedes,finished,0
2015,17,Bottas,Williams,finished,0
2015,17,Kvyat,Red Bull,finished,0
2015,17,Ricciardo,Red Bull,finished,0
2015,17,Massa,Williams,finished,0
2015,17,Hülkenberg,Force India,finished,0
2015,17,Pérez,Force India,finished,0
2015,17,Verstappen,Toro Rosso,finished,0
2015,17,Grosjean,Lotus F1,finished,0
2015,17,Maldonado,Lotus F1,finished,0
2015,17,Ericsson,Sauber,finished,0
2015,17,Sainz,Toro Rosso,finished,0
2015,17,Button,McLaren,finished,0
2015,17,Rossi,Manor Marussia,+2 laps,0
2015,17,Stevens,Manor Marussia,+2 laps,0
2015,17,Nasr,Sauber,brakes,1
2015,17,Vettel,Ferrari,accident,1
2015,17,Räikkönen,Ferrari,collision,0
2015,17,Alonso,McLaren,retired,1
2015,16,Hamilton,Mercedes,finished,0
2015,16,Rosberg,Mercedes,finished,0
2015,16,Vettel,Ferrari,finished,0
2015,16,Verstappen,Toro Rosso,finished,0
2015,16,Pérez,Force India,finished,0
2015,16,Button,McLaren,finished,0
2015,16,Sainz,Toro Rosso,finished,0
2015,16,Maldonado,Lotus F1,finished,0
2015,16,Nasr,Sauber,finished,0
2015,16,Ricciardo,Red Bull,finished,0
2015,16,Alonso,McLaren,finished,0
2015,16,Rossi,Manor Marussia,finished,0
2015,16,Kvyat,Red Bull,accident,1
2015,16,Hülkenberg,Force India,accident,1
2015,16,Ericsson,Sauber,retired,1
2015,16,Räikkönen,Ferrari,brake duct,0
2015,16,Massa,Williams,retired,1
2015,16,Grosjean,Lotus F1,retired,1
2015,16,Bottas,Williams,retired,1
2015,16,Stevens,Manor Marussia,retired,1
2015,19,Rosberg,Mercedes,finished,0
2015,19,Hamilton,Mercedes,finished,0
2015,19,Räikkönen,Ferrari,finished,0
2015,19,Vettel,Ferrari,finished,0
2015,19,Pérez,Force India,finished,0
2015,19,Ricciardo,Red Bull,finished,0
2015,19,Hülkenberg,Force India,finished,0
2015,19,Massa,Williams,finished,0
2015,19,Grosjean,Lotus F1,finished,0
2015,19,Kvyat,Red Bull,finished,0
2015,19,Sainz,Toro Rosso,finished,0
2015,19,Button,McLaren,+1 lap,0
2015,19,Bottas,Williams,+1 lap,0
2015,19,Ericsson,Sauber,+1 lap,0
2015,19,Nasr,Sauber,+1 lap,0
2015,19,Verstappen,Toro Rosso,+1 lap,0
2015,19,Alonso,McLaren,+2 laps,0
2015,19,Stevens,Manor Marussia,+2 laps,0
2015,19,Merhi,Manor Marussia,+3 laps,0
2015,19,Maldonado,Lotus F1,collision,0
2015,18,Rosberg,Mercedes,finished,0
2015,18,Hamilton,Mercedes,finished,0
2015,18,Vettel,Ferrari,finished,0
2015,18,Räikkönen,Ferrari,finished,0
2015,18,Bottas,Williams,+1 lap,0
2015,18,Hülkenberg,Force India,+1 lap,0
2015,18,Kvyat,Red Bull,+1 lap,0
2015,18,Grosjean,Lotus F1,+1 lap,0
2015,18,Verstappen,Toro Rosso,+1 lap,0
2015,18,Maldonado,Lotus F1,+1 lap,0
2015,18,Ricciardo,Red Bull,+1 lap,0
2015,18,Pérez,Force India,+1 lap,0
2015,18,Nasr,Sauber,+1 lap,0
2015,18,Button,McLaren,+1 lap,0
2015,18,Alonso,McLaren,+1 lap,0
2015,18,Ericsson,Sauber,+2 laps,0
2015,18,Stevens,Manor Marussia,+4 laps,0
2015,18,Rossi,Manor Marussia,+4 laps,0
2015,18,Sainz,Toro Rosso,retired,1
2015,18,Massa,Williams,excluded,0
2016,2,Rosberg,Mercedes,finished,0
2016,2,Räikkönen,Ferrari,finished,0
2016,2,Hamilton,Mercedes,finished,0
2016,2,Ricciardo,Red Bull,finished,0
2016,2,Grosjean,Haas F1 Team,finished,0
2016,2,Verstappen,Toro Rosso,finished,0
2016,2,Kvyat,Red Bull,+1 lap,0
2016,2,Massa,Williams,+1 lap,0
2016,2,Bottas,Williams,+1 lap,0
2016,2,Vandoorne,McLaren,+1 lap,0
2016,2,Magnussen,Renault,+1 lap,0
2016,2,Ericsson,Sauber,+1 lap,0
2016,2,Wehrlein,Manor Marussia,+1 lap,0
2016,2,Nasr,Sauber,+1 lap,0
2016,2,Hülkenberg,Force India,+1 lap,0
2016,2,Pérez,Force India,+1 lap,0
2016,2,Haryanto,Manor Marussia,+1 lap,0
2016,2,Sainz,Toro Rosso,retired,1
2016,2,Gutiérrez,Haas F1 Team,retired,1
2016,2,Button,McLaren,power unit,0
2016,2,Vettel,Ferrari,engine,1
2016,2,Palmer,Renault,hydraulics,1
2016,1,Rosberg,Mercedes,finished,0
2016,1,Hamilton,Mercedes,finished,0
2016,1,Vettel,Ferrari,finished,0
2016,1,Ricciardo,Red Bull,finished,0
2016,1,Massa,Williams,finished,0
2016,1,Grosjean,Haas F1 Team,finished,0
2016,1,Hülkenberg,Force India,finished,0
2016,1,Bottas,Williams,finished,0
2016,1,Sainz,Toro Rosso,finished,0
2016,1,Verstappen,Toro Rosso,finished,0
2016,1,Palmer,Renault,finished,0
2016,1,Magnussen,Renault,finished,0
2016,1,Pérez,Force India,finished,0
2016,1,Button,McLaren,+1 lap,0
2016,1,Nasr,Sauber,+1 lap,0
2016,1,Wehrlein,Manor Marussia,+1 lap,0
2016,1,Ericsson,Sauber,engine,1
2016,1,Räikkönen,Ferrari,engine,1
2016,1,Haryanto,Manor Marussia,mechanical,0
2016,1,Gutiérrez,Haas F1 Team,collision,0
2016,1,Alonso,McLaren,collision,0
2016,1,Kvyat,Red Bull,retired,1
2016,4,Rosberg,Mercedes,finished,0
2016,4,Hamilton,Mercedes,finished,0
2016,4,Räikkönen,Ferrari,finished,0
2016,4,Bottas,Williams,finished,0
2016,4,Massa,Williams,finished,0
2016,4,Alonso,McLaren,+1 lap,0
2016,4,Magnussen,Renault,+1 lap,0
2016,4,Grosjean,Haas F1 Team,+1 lap,0
2016,4,Pérez,Force India,+1 lap,0
2016,4,Button,McLaren,+1 lap,0
