season,round,driver,constructor,status,dnf
2010,1,Alonso,Ferrari,finished,0
2010,1,Massa,Ferrari,finished,0
2010,1,Hamilton,McLaren,finished,0
2010,1,Vettel,Red Bull,finished,0
2010,1,Rosberg,Mercedes,finished,0
2010,1,Schumacher,Mercedes,finished,0
2010,1,Button,McLaren,finished,0
2010,1,Webber,Red Bull,finished,0
2010,1,Liuzzi,Force India,finished,0
2010,1,Barrichello,Williams,finished,0
2010,1,Kubica,Renault,finished,0
2010,1,Sutil,Force India,finished,0
2010,1,Alguersuari,Toro Rosso,finished,0
2010,1,Hülkenberg,Williams,+1 lap,0
2010,1,Kovalainen,Lotus,+2 laps,0
2010,1,Buemi,Toro Rosso,electrical,0
2010,1,Trulli,Lotus,hydraulics,1
2010,1,de la Rosa,Sauber,hydraulics,1
2010,1,Senna,HRT,overheating,0
2010,1,Glock,Virgin,gearbox,0
2010,1,Petrov,Renault,suspension,0
2010,1,Kobayashi,Sauber,hydraulics,1
2010,1,di Grassi,Virgin,hydraulics,1
2010,1,Chandhok,HRT,accident,1
2010,2,Button,McLaren,finished,0
2010,2,Kubica,Renault,finished,0
2010,2,Massa,Ferrari,finished,0
2010,2,Alonso,Ferrari,finished,0
2010,2,Rosberg,Mercedes,finished,0
2010,2,Hamilton,McLaren,finished,0
2010,2,Liuzzi,Force India,finished,0
2010,2,Barrichello,Williams,finished,0
2010,2,Webber,Red Bull,finished,0
2010,2,Schumacher,Mercedes,finished,0
2010,2,Alguersuari,Toro Rosso,finished,0
2010,2,de la Rosa,Sauber,finished,0
2010,2,Kovalainen,Lotus,+2 laps,0
2010,2,Chandhok,HRT,+5 laps,0
2010,2,Glock,Virgin,suspension,0
2010,2,di Grassi,Virgin,hydraulics,1
2010,2,Vettel,Red Bull,wheel,0
2010,2,Sutil,Force India,engine,1
2010,2,Petrov,Renault,spun off,0
2010,2,Senna,HRT,hydraulics,1
2010,2,Buemi,Toro Rosso,collision,0
2010,2,Hülkenberg,Williams,collision,0
2010,2,Kobayashi,Sauber,collision,0
2010,2,Trulli,Lotus,hydraulics,1
2010,4,Button,McLaren,finished,0
2010,4,Hamilton,McLaren,finished,0
2010,4,Rosberg,Mercedes,finished,0
2010,4,Alonso,Ferrari,finished,0
2010,4,Kubica,Renault,finished,0
2010,4,Vettel,Red Bull,finished,0
2010,4,Petrov,Renault,finished,0
2010,4,Webber,Red Bull,finished,0
2010,4,Massa,Ferrari,finished,0
2010,4,Schumacher,Mercedes,finished,0
2010,4,Sutil,Force India,finished,0
2010,4,Barrichello,Williams,finished,0
2010,4,Alguersuari,Toro Rosso,finished,0
2010,4,Kovalainen,Lotus,+1 lap,0
2010,4,Hülkenberg,Williams,+1 lap,0
2010,4,Senna,HRT,+2 laps,0
2010,4,Chandhok,HRT,+4 laps,0
2010,4,Trulli,Lotus,hydraulics,1
2010,4,di Grassi,Virgin,clutch,0
2010,4,de la Rosa,Sauber,technical,0
2010,4,Buemi,Toro Rosso,accident,1
2010,4,Kobayashi,Sauber,accident,1
2010,4,Liuzzi,Force India,accident,1
2010,4,Glock,Virgin,engine,1
2010,5,Webber,Red Bull,finished,0
2010,5,Alonso,Ferrari,finished,0
2010,5,Vettel,Red Bull,finished,0
2010,5,Schumacher,Mercedes,finished,0
2010,5,Button,McLaren,finished,0
2010,5,Massa,Ferrari,finished,0
2010,5,Sutil,Force India,finished,0
2010,5,Kubica,Renault,finished,0
2010,5,Barrichello,Williams,+1 lap,0
2010,5,Alguersuari,Toro Rosso,+1 lap,0
2010,5,Petrov,Renault,+1 lap,0
2010,5,Kobayashi,Sauber,+1 lap,0
2010,5,Rosberg,Mercedes,+1 lap,0
2010,5,Hamilton,McLaren,puncture,0
2010,5,Liuzzi,Force India,engine,1
2010,5,Hülkenberg,Williams,+2 laps,0
2010,5,Trulli,Lotus,+3 laps,0
2010,5,Glock,Virgin,+3 laps,0
2010,5,di Grassi,Virgin,+4 laps,0
2010,5,Buemi,Toro Rosso,hydraulics,1
2010,5,Chandhok,HRT,suspension,0
2010,5,de la Rosa,Sauber,collision,0
2010,5,Senna,HRT,accident,1
2010,5,Kovalainen,Lotus,gearbox,0
2010,7,Hamilton,McLaren,finished,0
2010,7,Button,McLaren,finished,0
2010,7,Webber,Red Bull,finished,0
2010,7,Schumacher,Mercedes,finished,0
2010,7,Rosberg,Mercedes,finished,0
2010,7,Kubica,Renault,finished,0
2010,7,Massa,Ferrari,finished,0
2010,7,Alonso,Ferrari,finished,0
2010,7,Sutil,Force India,finished,0
2010,7,Kobayashi,Sauber,finished,0
2010,7,de la Rosa,Sauber,finished,0
2010,7,Alguersuari,Toro Rosso,finished,0
2010,7,Liuzzi,Force India,+1 lap,0
2010,7,Barrichello,Williams,+1 lap,0
2010,7,Petrov,Renault,+1 lap,0
2010,7,Buemi,Toro Rosso,+1 lap,0
2010,7,Hülkenberg,Williams,+1 lap,0
2010,7,Glock,Virgin,+3 laps,0
2010,7,di Grassi,Virgin,+3 laps,0
2010,7,Chandhok,HRT,fuel pump,0
2010,7,Senna,HRT,fuel pressure,0
2010,7,Vettel,Red Bull,collision,0
2010,7,Kovalainen,Lotus,hydraulics,1
2010,7,Trulli,Lotus,hydraulics,1
2010,8,Hamilton,McLaren,finished,0
2010,8,Button,McLaren,finished,0
2010,8,Alonso,Ferrari,finished,0
2010,8,Vettel,Red Bull,finished,0
2010,8,Webber,Red Bull,finished,0
2010,8,Rosberg,Mercedes,finished,0
2010,8,Kubica,Renault,finished,0
2010,8,Buemi,Toro Rosso,+1 lap,0
2010,8,Liuzzi,Force India,+1 lap,0
2010,8,Sutil,Force India,+1 lap,0
2010,8,Schumacher,Mercedes,+1 lap,0
2010,8,Alguersuari,Toro Rosso,+1 lap,0
2010,8,Hülkenberg,Williams,+1 lap,0
2010,8,Barrichello,Williams,+1 lap,0
2010,8,Massa,Ferrari,+1 lap,0
2010,8,Kovalainen,Lotus,+2 laps,0
2010,8,Petrov,Renault,+2 laps,0
2010,8,Chandhok,HRT,+4 laps,0
2010,8,di Grassi,Virgin,+5 laps,0
2010,8,Glock,Virgin,mechanical,0
2010,8,Trulli,Lotus,brakes,1
2010,8,de la Rosa,Sauber,engine,1
2010,8,Senna,HRT,hydraulics,1
2010,8,Kobayashi,Sauber,accident,1
2010,9,Vettel,Red Bull,finished,0
2010,9,Hamilton,McLaren,finished,0
2010,9,Button,McLaren,finished,0
2010,9,Barrichello,Williams,finished,0
2010,9,Kubica,Renault,finished,0
2010,9,Sutil,Force India,finished,0
2010,9,Kobayashi,Sauber,finished,0
2010,9,Alonso,Ferrari,finished,0
2010,9,Buemi,Toro Rosso,finished,0
2010,9,Rosberg,Mercedes,finished,0
2010,9,Massa,Ferrari,finished,0
2010,9,de la Rosa,Sauber,finished,0
2010,9,Alguersuari,Toro Rosso,finished,0
2010,9,Petrov,Renault,finished,0
2010,9,Schumacher,Mercedes,finished,0
2010,9,Liuzzi,Force India,finished,0
2010,9,di Grassi,Virgin,+1 lap,0
2010,9,Chandhok,HRT,+2 laps,0
2010,9,Glock,Virgin,+2 laps,0
2010,9,Senna,HRT,+2 laps,0
2010,9,Trulli,Lotus,+4 laps,0
2010,9,Hülkenberg,Williams,exhaust,0
2010,9,Kovalainen,Lotus,collision,0
2010,9,Webber,Red Bull,collision,0
2010,10,Webber,Red Bull,finished,0
2010,10,Hamilton,McLaren,finished,0
2010,10,Rosberg,Mercedes,finished,0
2010,10,Button,McLaren,finished,0
2010,10,Barrichello,Williams,finished,0
2010,10,Kobayashi,Sauber,finished,0
2010,10,Vettel,Red Bull,finished,0
2010,10,Sutil,Force India,finished,0
2010,10,Schumacher,Mercedes,finished,0
2010,10,Hülkenberg,Williams,finished,0
2010,10,Liuzzi,Force India,finished,0
2010,10,Buemi,Toro Rosso,finished,0
2010,10,Petrov,Renault,finished,0
2010,10,Alonso,Ferrari,finished,0
2010,10,Massa,Ferrari,finished,0
2010,10,Trulli,Lotus,+1 lap,0
2010,10,Kovalainen,Lotus,+1 lap,0
2010,10,Glock,Virgin,+2 laps,0
2010,10,Chandhok,HRT,+2 laps,0
2010,10,Yamamoto,HRT,+2 laps,0
2010,10,Alguersuari,Toro Rosso,brakes,1
2010,10,de la Rosa,Sauber,collision,0
2010,10,Kubica,Renault,driveshaft,0
2010,10,di Grassi,Virgin,hydraulics,1
2010,11,Alonso,Ferrari,finished,0
2010,11,Massa,Ferrari,finished,0
2010,11,Vettel,Red Bull,finished,0
2010,11,Hamilton,McLaren,finished,0
2010,11,Button,McLaren,finished,0
2010,11,Webber,Red Bull,finished,0
2010,11,Kubica,Renault,+1 lap,0
2010,11,Rosberg,Mercedes,+1 lap,0
2010,11,Schumacher,Mercedes,+1 lap,0
2010,11,Petrov,Renault,+1 lap,0
2010,11,Kobayashi,Sauber,+1 lap,0
2010,11,Barrichello,Williams,+1 lap,0
2010,11,Hülkenberg,Williams,+1 lap,0
2010,11,de la Rosa,Sauber,+1 lap,0
2010,11,Alguersuari,Toro Rosso,+1 lap,0
2010,11,Liuzzi,Force India,+2 laps,0
2010,11,Sutil,Force India,+2 laps,0
2010,11,Glock,Virgin,+3 laps,0
2010,11,Senna,HRT,+4 laps,0
2010,11,Kovalainen,Lotus,collision,0
2010,11,di Grassi,Virgin,gearbox,0
2010,11,Yamamoto,HRT,engine,1
2010,11,Trulli,Lotus,gearbox,0
2010,11,Buemi,Toro Rosso,collision,0
2010,14,Alonso,Ferrari,finished,0
2010,14,Button,McLaren,finished,0
2010,14,Massa,Ferrari,finished,0
2010,14,Vettel,Red Bull,finished,0
2010,14,Rosberg,Mercedes,finished,0
2010,14,Webber,Red Bull,finished,0
2010,14,Hülkenberg,Williams,finished,0
2010,14,Kubica,Renault,finished,0
2010,14,Schumacher,Mercedes,finished,0
2010,14,Barrichello,Williams,finished,0
2010,14,Buemi,Toro Rosso,finished,0
2010,14,Liuzzi,Force India,finished,0
2010,14,Petrov,Renault,finished,0
2010,14,de la Rosa,Sauber,+1 lap,0
2010,14,Alguersuari,Toro Rosso,+1 lap,0
2010,14,Sutil,Force India,+1 lap,0
2010,14,Glock,Virgin,+2 laps,0
2010,14,Kovalainen,Lotus,+2 laps,0
2010,14,Yamamoto,HRT,+2 laps,0
2010,14,di Grassi,Virgin,+3 laps,0
2010,14,Trulli,Lotus,engine,1
2010,14,Senna,HRT,retired,1
2010,14,Hamilton,McLaren,collision,0
2010,14,Kobayashi,Sauber,gearbox,0
2010,12,Webber,Red Bull,finished,0
2010,12,Alonso,Ferrari,finished,0
2010,12,Vettel,Red Bull,finished,0
2010,12,Massa,Ferrari,finished,0
2010,12,Petrov,Renault,finished,0
2010,12,Hülkenberg,Williams,finished,0
2010,12,de la Rosa,Sauber,+1 lap,0
2010,12,Button,McLaren,+1 lap,0
2010,12,Kobayashi,Sauber,+1 lap,0
2010,12,Barrichello,Williams,+1 lap,0
2010,12,Schumacher,Mercedes,+1 lap,0
2010,12,Buemi,Toro Rosso,+1 lap,0
2010,12,Liuzzi,Force India,+1 lap,0
2010,12,Kovalainen,Lotus,+3 laps,0
2010,12,Trulli,Lotus,+3 laps,0
2010,12,Glock,Virgin,+3 laps,0
2010,12,Senna,HRT,+3 laps,0
2010,12,di Grassi,Virgin,+4 laps,0
2010,12,Yamamoto,HRT,+4 laps,0
2010,12,Hamilton,McLaren,gearbox,0
2010,12,Kubica,Renault,retired,1
2010,12,Rosberg,Mercedes,wheel,0
2010,12,Sutil,Force India,collision,0
2010,12,Alguersuari,Toro Rosso,engine,1
2010,16,Vettel,Red Bull,finished,0
2010,16,Webber,Red Bull,finished,0
2010,16,Alonso,Ferrari,finished,0
2010,16,Button,McLaren,finished,0
2010,16,Hamilton,McLaren,finished,0
2010,16,Schumacher,Mercedes,finished,0
2010,16,Kobayashi,Sauber,finished,0
2010,16,Heidfeld,Sauber,finished,0
2010,16,Barrichello,Williams,finished,0
2010,16,Buemi,Toro Rosso,finished,0
2010,16,Alguersuari,Toro Rosso,+1 lap,0
2010,16,Kovalainen,Lotus,+1 lap,0
2010,16,Trulli,Lotus,+2 laps,0
2010,16,Glock,Virgin,+2 laps,0
2010,16,Senna,HRT,+2 laps,0
2010,16,Yamamoto,HRT,+3 laps,0
2010,16,Rosberg,Mercedes,suspension,0
2010,16,Sutil,Force India,oil leak,0
2010,16,Kubica,Renault,wheel,0
2010,16,Hülkenberg,Williams,accident,1
2010,16,Massa,Ferrari,accident,1
2010,16,Petrov,Renault,accident,1
2010,16,Liuzzi,Force India,accident,1
2010,16,di Grassi,Virgin,suspension,0
2010,17,Alonso,Ferrari,finished,0
2010,17,Hamilton,McLaren,finished,0
2010,17,Massa,Ferrari,finished,0
2010,17,Schumacher,Mercedes,finished,0
2010,17,Kubica,Renault,finished,0
2010,17,Liuzzi,Force India,finished,0
2010,17,Barrichello,Williams,finished,0
2010,17,Kobayashi,Sauber,finished,0
2010,17,Heidfeld,Sauber,finished,0
2010,17,Hülkenberg,Williams,finished,0
2010,17,Alguersuari,Toro Rosso,finished,0
2010,17,Button,McLaren,finished,0
2010,17,Kovalainen,Lotus,+1 lap,0
2010,17,Senna,HRT,+2 laps,0
2010,17,Yamamoto,HRT,+2 laps,0
2010,17,Sutil,Force India,collision,0
2010,17,Vettel,Red Bull,engine,1
2010,17,Petrov,Renault,accident,1
2010,17,Glock,Virgin,collision,0
2010,17,Buemi,Toro Rosso,collision,0
2010,17,di Grassi,Virgin,accident,1
2010,17,Trulli,Lotus,hydraulics,1
2010,17,Webber,Red Bull,accident,1
2010,17,Rosberg,Mercedes,collision,0
2010,18,Vettel,Red Bull,finished,0
2010,18,Webber,Red Bull,finished,0
2010,18,Alonso,Ferrari,finished,0
2010,18,Hamilton,McLaren,finished,0
2010,18,Button,McLaren,finished,0
2010,18,Rosberg,Mercedes,finished,0
2010,18,Schumacher,Mercedes,finished,0
2010,18,Hülkenberg,Williams,+1 lap,0
2010,18,Kubica,Renault,+1 lap,0
2010,18,Kobayashi,Sauber,+1 lap,0
2010,18,Alguersuari,Toro Rosso,+1 lap,0
2010,18,Sutil,Force India,+1 lap,0
2010,18,Buemi,Toro Rosso,+1 lap,0
2010,18,Barrichello,Williams,+1 lap,0
2010,18,Massa,Ferrari,+1 lap,0
2010,18,Petrov,Renault,+1 lap,0
2010,18,Heidfeld,Sauber,+1 lap,0
2010,18,Kovalainen,Lotus,+2 laps,0
2010,18,Trulli,Lotus,+2 laps,0
2010,18,Glock,Virgin,+2 laps,0
2010,18,Senna,HRT,+2 laps,0
2010,18,Klien,HRT,+6 laps,0
2010,18,di Grassi,Virgin,+9 laps,0
2010,18,Liuzzi,Force India,accident,1
2010,19,Vettel,Red Bull,finished,0
2010,19,Hamilton,McLaren,finished,0
2010,19,Button,McLaren,finished,0
2010,19,Rosberg,Mercedes,finished,0
2010,19,Kubica,Renault,finished,0
2010,19,Petrov,Renault,finished,0
2010,19,Alonso,Ferrari,finished,0
2010,19,Webber,Red Bull,finished,0
2010,19,Alguersuari,Toro Rosso,finished,0
2010,19,Massa,Ferrari,finished,0
2010,19,Heidfeld,Sauber,finished,0
2010,19,Barrichello,Williams,finished,0
2010,19,Sutil,Force India,finished,0
2010,19,Kobayashi,Sauber,finished,0
2010,19,Buemi,Toro Rosso,finished,0
2010,19,Hülkenberg,Williams,finished,0
2010,19,Kovalainen,Lotus,+1 lap,0
2010,19,di Grassi,Virgin,+2 laps,0
2010,19,Senna,HRT,+2 laps,0
2010,19,Klien,HRT,+2 laps,0
2010,19,Trulli,Lotus,rear wing,0
2010,19,Glock,Virgin,gearbox,0
2010,19,Schumacher,Mercedes,collision,0
2010,19,Liuzzi,Force India,collision,0
2011,1,Vettel,Red Bull,finished,0
2011,1,Hamilton,McLaren,finished,0
2011,1,Petrov,Renault,finished,0
2011,1,Alonso,Ferrari,finished,0
2011,1,Webber,Red Bull,finished,0
2011,1,Button,McLaren,finished,0
2011,1,Massa,Ferrari,finished,0
2011,1,Buemi,Toro Rosso,+1 lap,0
2011,1,Sutil,Force India,+1 lap,0
2011,1,di Resta,Force India,+1 lap,0
2011,1,Alguersuari,Toro Rosso,+1 lap,0
2011,1,Heidfeld,Renault,+1 lap,0
2011,1,Trulli,Lotus,+2 laps,0
2011,1,d'Ambrosio,Virgin,+4 laps,0
2011,1,Glock,Virgin,+9 laps,0
2011,1,Barrichello,Williams,transmission,0
2011,1,Rosberg,Mercedes,collision,0
2011,1,Kovalainen,Lotus,water leak,0
2011,1,Schumacher,Mercedes,collision,0
2011,1,Maldonado,Williams,transmission,0
2011,1,Kobayashi,Sauber,disqualified,0
2011,1,Pérez,Sauber,disqualified,0
2011,2,Vettel,Red Bull,finished,0
2011,2,Button,McLaren,finished,0
2011,2,Heidfeld,Renault,finished,0
2011,2,Webber,Red Bull,finished,0
2011,2,Massa,Ferrari,finished,0
2011,2,Alonso,Ferrari,finished,0
2011,2,Kobayashi,Sauber,finished,0
2011,2,Hamilton,McLaren,finished,0
2011,2,Schumacher,Mercedes,finished,0
2011,2,di Resta,Force India,finished,0
2011,2,Sutil,Force India,+1 lap,0
2011,2,Rosberg,Mercedes,+1 lap,0
2011,2,Buemi,Toro Rosso,+1 lap,0
2011,2,Alguersuari,Toro Rosso,+1 lap,0
2011,2,Kovalainen,Lotus,+1 lap,0
2011,2,Glock,Virgin,+2 laps,0
2011,2,Petrov,Renault,accident,1
2011,2,Liuzzi,HRT,+10 laps,0
2011,2,d'Ambrosio,Virgin,accident,1
2011,2,Trulli,Lotus,clutch,0
2011,2,Pérez,Sauber,accident,1
2011,2,Barrichello,Williams,gearbox,0
2011,2,Karthikeyan,HRT,+42 laps,0
2011,2,Maldonado,Williams,engine misfire,1
2011,4,Vettel,Red Bull,finished,0
2011,4,Webber,Red Bull,finished,0
2011,4,Alonso,Ferrari,finished,0
2011,4,Hamilton,McLaren,finished,0
2011,4,Rosberg,Mercedes,finished,0
2011,4,Button,McLaren,finished,0
2011,4,Heidfeld,Renault,finished,0
2011,4,Petrov,Renault,finished,0
2011,4,Buemi,Toro Rosso,finished,0
2011,4,Kobayashi,Sauber,finished,0
2011,4,Massa,Ferrari,finished,0
2011,4,Schumacher,Mercedes,finished,0
2011,4,Sutil,Force India,+1 lap,0
2011,4,Pérez,Sauber,+1 lap,0
2011,4,Barrichello,Williams,+1 lap,0
2011,4,Alguersuari,Toro Rosso,+1 lap,0
2011,4,Maldonado,Williams,+1 lap,0
2011,4,Trulli,Lotus,+1 lap,0
2011,4,Kovalainen,Lotus,+2 laps,0
2011,4,d'Ambrosio,Virgin,+2 laps,0
2011,4,Karthikeyan,HRT,+3 laps,0
2011,4,Liuzzi,HRT,+5 laps,0
2011,4,di Resta,Force India,retired,1
2011,4,Glock,Virgin,gearbox,0
2011,5,Vettel,Red Bull,finished,0
2011,5,Hamilton,McLaren,finished,0
2011,5,Button,McLaren,finished,0
2011,5,Webber,Red Bull,finished,0
2011,5,Alonso,Ferrari,+1 lap,0
2011,5,Schumacher,Mercedes,+1 lap,0
2011,5,Rosberg,Mercedes,+1 lap,0
2011,5,Heidfeld,Renault,+1 lap,0
2011,5,Pérez,Sauber,+1 lap,0
2011,5,Kobayashi,Sauber,+1 lap,0
2011,5,Petrov,Renault,+1 lap,0
2011,5,di Resta,Force India,+1 lap,0
2011,5,Sutil,Force India,+1 lap,0
2011,5,Buemi,Toro Rosso,+1 lap,0
2011,5,Maldonado,Williams,+1 lap,0
2011,5,Alguersuari,Toro Rosso,+2 laps,0
2011,5,Barrichello,Williams,+2 laps,0
2011,5,Trulli,Lotus,+2 laps,0
2011,5,Glock,Virgin,+3 laps,0
2011,5,d'Ambrosio,Virgin,+4 laps,0
2011,5,Karthikeyan,HRT,+5 laps,0
2011,5,Massa,Ferrari,gearbox,0
2011,5,Kovalainen,Lotus,accident,1
2011,5,Liuzzi,HRT,gearbox,0
2011,6,Vettel,Red Bull,finished,0
2011,6,Alonso,Ferrari,finished,0
2011,6,Button,McLaren,finished,0
2011,6,Webber,Red Bull,finished,0
2011,6,Kobayashi,Sauber,finished,0
2011,6,Hamilton,McLaren,finished,0
2011,6,Sutil,Force India,+1 lap,0
2011,6,Heidfeld,Renault,+1 lap,0
2011,6,Barrichello,Williams,+1 lap,0
2011,6,Buemi,Toro Rosso,+1 lap,0
2011,6,Rosberg,Mercedes,+2 laps,0
2011,6,di Resta,Force India,+2 laps,0
2011,6,Trulli,Lotus,+2 laps,0
2011,6,Kovalainen,Lotus,+2 laps,0
2011,6,d'Ambrosio,Virgin,+3 laps,0
2011,6,Liuzzi,HRT,+3 laps,0
2011,6,Karthikeyan,HRT,+4 laps,0
2011,6,Maldonado,Williams,accident,1
2011,6,Petrov,Renault,collision,0
2011,6,Alguersuari,Toro Rosso,collision,0
2011,6,Massa,Ferrari,accident,1
2011,6,Schumacher,Mercedes,engine,1
2011,6,Glock,Virgin,suspension,0
2011,6,Pérez,Sauber,injury,0
2011,8,Vettel,Red Bull,finished,0
2011,8,Alonso,Ferrari,finished,0
2011,8,Webber,Red Bull,finished,0
2011,8,Hamilton,McLaren,finished,0
2011,8,Massa,Ferrari,finished,0
2011,8,Button,McLaren,finished,0
2011,8,Rosberg,Mercedes,finished,0
2011,8,Alguersuari,Toro Rosso,+1 lap,0
2011,8,Sutil,Force India,+1 lap,0
2011,8,Heidfeld,Renault,+1 lap,0
2011,8,Pérez,Sauber,+1 lap,0
2011,8,Barrichello,Williams,+1 lap,0
2011,8,Buemi,Toro Rosso,+1 lap,0
2011,8,di Resta,Force India,+1 lap,0
2011,8,Petrov,Renault,+1 lap,0
2011,8,Kobayashi,Sauber,+1 lap,0
2011,8,Schumacher,Mercedes,+1 lap,0
2011,8,Maldonado,Williams,+1 lap,0
2011,8,Kovalainen,Lotus,+2 laps,0
2011,8,Trulli,Lotus,+2 laps,0
2011,8,Glock,Virgin,+2 laps,0
2011,8,d'Ambrosio,Virgin,+2 laps,0
2011,8,Liuzzi,HRT,+3 laps,0
2011,8,Karthikeyan,HRT,+3 laps,0
2011,9,Alonso,Ferrari,finished,0
2011,9,Vettel,Red Bull,finished,0
2011,9,Webber,Red Bull,finished,0
2011,9,Hamilton,McLaren,finished,0
2011,9,Massa,Ferrari,finished,0
2011,9,Rosberg,Mercedes,finished,0
2011,9,Pérez,Sauber,finished,0
2011,9,Heidfeld,Renault,finished,0
2011,9,Schumacher,Mercedes,finished,0
2011,9,Alguersuari,Toro Rosso,finished,0
2011,9,Sutil,Force India,finished,0
2011,9,Petrov,Renault,finished,0
2011,9,Barrichello,Williams,+1 lap,0
2011,9,Maldonado,Williams,+1 lap,0
2011,9,di Resta,Force India,+1 lap,0
2011,9,Glock,Virgin,+2 laps,0
2011,9,d'Ambrosio,Virgin,+2 laps,0
2011,9,Liuzzi,HRT,+2 laps,0
2011,9,Ricciardo,HRT,+3 laps,0
2011,9,Button,McLaren,wheel nut,0
2011,9,Buemi,Toro Rosso,accident,1
2011,9,Kobayashi,Sauber,engine,1
2011,9,Trulli,Lotus,oil leak,0
2011,9,Kovalainen,Lotus,gearbox,0
2011,10,Hamilton,McLaren,finished,0
2011,10,Alonso,Ferrari,finished,0
2011,10,Webber,Red Bull,finished,0
2011,10,Vettel,Red Bull,finished,0
2011,10,Massa,Ferrari,finished,0
2011,10,Sutil,Force India,finished,0
2011,10,Rosberg,Mercedes,+1 lap,0
2011,10,Schumacher,Mercedes,+1 lap,0
2011,10,Kobayashi,Sauber,+1 lap,0
2011,10,Petrov,Renault,+1 lap,0
2011,10,Pérez,Sauber,+1 lap,0
2011,10,Alguersuari,Toro Rosso,+1 lap,0
2011,10,di Resta,Force India,+1 lap,0
2011,10,Maldonado,Williams,+1 lap,0
2011,10,Buemi,Toro Rosso,+1 lap,0
2011,10,Kovalainen,Lotus,+2 laps,0
2011,10,Glock,Virgin,+3 laps,0
2011,10,d'Ambrosio,Virgin,+3 laps,0
2011,10,Ricciardo,HRT,+3 laps,0
2011,10,Chandhok,Lotus,+4 laps,0
2011,10,Liuzzi,HRT,electrical,0
2011,10,Button,McLaren,hydraulics,1
2011,10,Barrichello,Williams,oil leak,0
2011,10,Heidfeld,Renault,collision,0
2011,12,Vettel,Red Bull,finished,0
2011,12,Webber,Red Bull,finished,0
2011,12,Button,McLaren,finished,0
2011,12,Alonso,Ferrari,finished,0
2011,12,Schumacher,Mercedes,finished,0
2011,12,Rosberg,Mercedes,finished,0
2011,12,Sutil,Force India,finished,0
2011,12,Massa,Ferrari,finished,0
2011,12,Petrov,Renault,finished,0
2011,12,Maldonado,Williams,finished,0
2011,12,di Resta,Force India,finished,0
2011,12,Kobayashi,Sauber,finished,0
2011,12,Senna,Renault,finished,0
2011,12,Trulli,Lotus,+1 lap,0
2011,12,Kovalainen,Lotus,+1 lap,0
2011,12,Barrichello,Williams,+1 lap,0
2011,12,d'Ambrosio,Virgin,+1 lap,0
2011,12,Glock,Virgin,+1 lap,0
2011,12,Liuzzi,HRT,+1 lap,0
2011,12,Pérez,Sauber,suspension,0
2011,12,Ricciardo,HRT,engine,1
2011,12,Hamilton,McLaren,collision,0
2011,12,Buemi,Toro Rosso,rear wing,0
2011,12,Alguersuari,Toro Rosso,collision,0
2011,13,Vettel,Red Bull,finished,0
2011,13,Button,McLaren,finished,0
2011,13,Alonso,Ferrari,finished,0
2011,13,Hamilton,McLaren,finished,0
2011,13,Schumacher,Mercedes,finished,0
2011,13,Massa,Ferrari,finished,0
2011,13,Alguersuari,Toro Rosso,+1 lap,0
2011,13,di Resta,Force India,+1 lap,0
2011,13,Senna,Renault,+1 lap,0
2011,13,Buemi,Toro Rosso,+1 lap,0
2011,13,Maldonado,Williams,+1 lap,0
2011,13,Barrichello,Williams,+1 lap,0
2011,13,Kovalainen,Lotus,+2 laps,0
2011,13,Trulli,Lotus,+2 laps,0
2011,13,Glock,Virgin,+2 laps,0
2011,13,Ricciardo,HRT,+14 laps,0
2011,13,Pérez,Sauber,gearbox,0
2011,13,Kobayashi,Sauber,gearbox,0
2011,13,Sutil,Force India,hydraulics,1
2011,13,Webber,Red Bull,accident,1
2011,13,d'Ambrosio,Virgin,gearbox,0
2011,13,Petrov,Renault,collision,0
2011,13,Rosberg,Mercedes,collision,0
2011,13,Liuzzi,HRT,collision,0
2011,14,Vettel,Red Bull,finished,0
2011,14,Button,McLaren,finished,0
2011,14,Webber,Red Bull,finished,0
2011,14,Alonso,Ferrari,finished,0
2011,14,Hamilton,McLaren,finished,0
2011,14,di Resta,Force India,finished,0
2011,14,Rosberg,Mercedes,+1 lap,0
2011,14,Sutil,Force India,+1 lap,0
2011,14,Massa,Ferrari,+1 lap,0
2011,14,Pérez,Sauber,+1 lap,0
2011,14,Maldonado,Williams,+1 lap,0
2011,14,Buemi,Toro Rosso,+1 lap,0
2011,14,Barrichello,Williams,+1 lap,0
2011,14,Kobayashi,Sauber,+2 laps,0
2011,14,Senna,Renault,+2 laps,0
2011,14,Kovalainen,Lotus,+2 laps,0
2011,14,Petrov,Renault,+2 laps,0
2011,14,d'Ambrosio,Virgin,+2 laps,0
2011,14,Ricciardo,HRT,+4 laps,0
2011,14,Liuzzi,HRT,+4 laps,0
2011,14,Alguersuari,Toro Rosso,accident,1
2011,14,Trulli,Lotus,gearbox,0
2011,14,Schumacher,Mercedes,accident,1
2011,14,Glock,Virgin,accident,1
2011,15,Button,McLaren,finished,0
2011,15,Alonso,Ferrari,finished,0
2011,15,Vettel,Red Bull,finished,0
2011,15,Webber,Red Bull,finished,0
2011,15,Hamilton,McLaren,finished,0
2011,15,Schumacher,Mercedes,finished,0
2011,15,Massa,Ferrari,finished,0
2011,15,Pérez,Sauber,finished,0
2011,15,Petrov,Renault,finished,0
2011,15,Rosberg,Mercedes,finished,0
2011,15,Sutil,Force India,finished,0
2011,15,di Resta,Force India,finished,0
